osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,check_date,defibrillator:location,description,email,emergency,emergency:phone,id,indoor,latitude,level,longitude,name,note,opening_hours,operator,operator:email,phone,ref,source,website,wheelchair,wikimedia_commons
12433567401,node,47.0950563,8.5241783,yes,,,,,,,"Zentrum Elisabeth, Hinterbergstrasse 41",Der Defibrillator befindet sich bei der Briefkastenanlage,,defibrillator,144,node/12433567401,no,,,,,,24/7,"Zentrum Elisabeth, Hinterbergstrasse 41, 6318 Walchwil",,+41417598282,,"local_knowledge, defikarte.ch",,,
12433789901,node,47.1411247,8.5907668,yes,,,,,,,"Klinik Adelheid (Rehaklinik), Trainingscenter Vabene","Während Öffnungszeiten über Nebeneingang (1. Stock), ansonsten über Haupteingang zugänglich",,defibrillator,144,node/12433789901,yes,,1,,,,24/7,"Klinik Adelheid (Telefonzentrale +041 754 30 00, Dienstarzt Medizin +41 754 32 90)",,,,"local_knowledge, defikarte.ch",,,
12436086201,node,47.162386,8.5740191,,,,,,,,Beim Parkplatz Restaurant Gubel,,,defibrillator,144,node/12436086201,no,,,,,,24/7,Gemeinde Menzingen,,+41 41 757 22 03,,,,,
12451677901,node,47.1387414,8.5756088,yes,,,,,,,Eingang Tiefgarage Überbauung Euli,immer Zugänlich,,defibrillator,144,node/12451677901,no,,,,,,24/7,Privat,,,,,,,
12474381501,node,47.172665,8.5145603,,,,,,,,Mr.Pickwick Pub,Hinterer Teil der Bar. Neben Kücheneingang.,,defibrillator,144,node/12474381501,yes,,0,,,,11:30-01:00,,,,,,,,
12506584501,node,47.192544,8.4800385,permissive,,,,,,,Wasser- und Elektrizitätswerk Steinhausen AG,Während Öffnungszeiten zugänglich,,defibrillator,144,node/12506584501,yes,,1,,,"AED Schiller Fred Easy inkl. Beatmungsmaske, Pads für Kinder und Erwachsene sowie weiteres Zubehör.","Mo-Th 07:15 - 12:00, 13:00 - 16:45; Fr 07:15-12:00, 13:00-16:15",Wasser- und Elektrizitätswerk Steinhausen AG,,+41 41 749 40 30,,aed-source,,,
12522567801,node,47.2124192,8.5616326,private,,,,,,,in der Sammelstelle,während Öffnungszeiten verfügbar,,defibrillator,144,node/12522567801,yes,,,,,,Mo-Fr 07:00-17:00,Firma,,+41449241212,,"local_knowledge, defikarte.ch",,,
12525826801,node,47.2081592,8.5102844,yes,,,,,,,"6340 Baar, Gulmmatt, Gewerbeareal","Bei Eingang Werkstatt Risi Service AG, Werkhof Süd, Nachtdepot",,defibrillator,144,node/12525826801,no,,,,,,24/7,Risi Immobilien AG,,+41417669955,,"local_knowledge, defikarte.ch",,,
12526086001,node,47.1800765,8.4277529,yes,,,,,,,"Lindenbergstrasse 10b, Eingang Quartierhallenbad",,,defibrillator,144,node/12526086001,no,,,,,,,Alfred Müller AG,,,,"local_knowledge, defikarte.ch",,,
12536427601,node,47.1968317,8.4549987,yes,,,,,,,Seiteneingang bei Rampe ABNOX AG,24h zugänglich,,defibrillator,144,node/12536427601,no,,0,,,,24/7,ILICH AG,,+41 78 891 51 15,,"local_knowledge, defikarte.ch",,,
12538752301,node,47.1767404,8.5085106,,,,,,,,"Trainingshalle, Haupteingang, im Gang rechts an Wand",,,defibrillator,144,node/12538752301,yes,,0,,,,,Kunsteisbahn Zug AG,,+41417253150,,,,,
12541847901,node,47.1966348,8.5419452,yes,,,,,,,Schiessanlage Wishalde Baar,Der Defibrilator befindet sich bei der Eingangsrampe zur Schützenstube Wishalde und ist 24/7 zugänglich.,,defibrillator,144,node/12541847901,no,,,,,,24/7,Einwohnergemeinde Baar,,,,"local_knowledge, defikarte.ch",,,
12543091001,node,47.1925748,8.4838666,yes,,,,,,,Strasse,,,defibrillator,144,node/12543091001,no,,,,,,24/7,"Stockwerkeigentum, Knüssel Treuhand Immobilien AG",,+41417982000,,,,,
12581984101,node,47.1469755,8.4292131,yes,,,,,,,"Riedstrasse 1, Eingangsbereich mit Briefkästen hinter Bushaltestelle, links an der Wand",,,defibrillator,144,node/12581984101,yes,,0,,,,24/7,,,,,"local_knowledge, defikarte.ch",,,
12601006901,node,47.1121796,8.6236614,yes,,,,,,,Naasstrasse 85,,,defibrillator,144,node/12601006901,no,,,,,,24/7,Einwohnergemeinde Oberägeri,,+41 41 723 80 00,,"local_knowledge, defikarte.ch",,,
12601009001,node,47.1240697,8.6512452,yes,,,,,,,"Im Böschi, bei Entsorgungsstelle/Unterflurcontaineranlage, mit Solarpannel",,,defibrillator,144,node/12601009001,no,,,,,,24/7,Einwohnergemeinde Oberägeri,,+41 41 723 80 00,Standort 13,"local_knowledge, defikarte.ch",,,
12604666301,node,47.2043727,8.5384262,yes,,,,,,,Deinikon 1,Beim Haupteimgang zum Bürogebäude,,defibrillator,144,node/12604666301,no,,0,,,,24/7,Landis Bau AG,,+41417611824,,"local_knowledge, defikarte.ch",,,
12606461301,node,47.1751576,8.5655487,permissive,,,,,,,"Lassalle-Haus, Bad Schönbrunn, 6313 Edlibach",Rechts von Reception,,defibrillator,144,node/12606461301,no,,,,,,,Lassalle-Haus,,+41 41 757 14 14,,"local_knowledge, defikarte.ch",,,
12606464601,node,47.1745413,8.5664874,,,,,,,,"Lassalle-Haus, Bad Schönbrunn, 6313 Edlibach",Visa-vis vom Saal Eingang,,defibrillator,144,node/12606464601,yes,,,,,,,Lassalle-Haus,,+41766802000,,"local_knowledge, defikarte.ch",,,
12606969601,node,47.1416319,8.6051702,yes,,,,,,,"am Privatgebäude, bei Hofkiosk",,,defibrillator,144,node/12606969601,no,,,,,,24/7,Einwohnergemeinde Oberägeri,,+41 41 723 80 00,,"local_knowledge, defikarte.ch",,,
12610755305,node,47.1754769,8.511755,private,,,,,,,Johnson & Johnson Bürogebäude,Nur zu Bürozeiten via Rezeption zugänglich,,defibrillator,144,node/12610755305,yes,,3,,,,,Privatunternehmen,,,,,,,
12675995201,node,47.1373444,8.5849142,yes,,,,,,,Gemeindehaus,24/7,,defibrillator,144,node/12675995201,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,+41 41 754 55 07,,"local_knowledge, defikarte.ch",,,
12679547401,node,47.1802515,8.5149783,yes,,,,,,,Haupteingang Bürogebäude Landis Bau AG,öffentlich zugänglich,,defibrillator,144,node/12679547401,no,,,,,,24/7,Landis Bau AG,,+41 41 729 19 19,,"local_knowledge, defikarte.ch",,,
12699165401,node,47.1890197,8.4721043,permissive,,,,,,,"Gewerbestrasse 10, 6330 Cham",Büro Aula AG,,defibrillator,144,node/12699165401,yes,,4,,,,"Mo-Fr 08:00-11:45, 13:30-17:00",Aula AG,,+41417487481,,,,,
12704242401,node,47.1757009,8.5140502,,,,,,,,"Stadthaus Zug, 5th floor, next to the elevators",only on week days and during office hours accessible,,defibrillator,144,node/12704242401,yes,,5,,,,"Mo - Fr 8:00 - 12:00, 13:30 - 17:00",SHL Medical AG,,,,"local_knowledge, defikarte.ch",,,
12704538101,node,47.1689362,8.5156274,permissive,,,,,,,Kinderarztpraxis Zug,während Öffnungszeiten verfügbar,,defibrillator,144,node/12704538101,yes,,1,,,,"Mo-Fr 08:00-12:00, 13:00-17:00",Arztpraxis,,+41 41 710 18 18,,"local_knowledge, defikarte.ch",,,
12739161801,node,47.1902411,8.513326,yes,,,,,,,"Bürogebäude ONYX, Eingang links im Sanitätsraum",Während den Öffungszeiten verfügbar,,defibrillator,144,node/12739161801,yes,,0,,,,Mo-Fr 07:00-19:00,Unternehmen,,+41417687668,,"local_knowledge, defikarte.ch",,,
12766042601,node,47.1336048,8.6113403,,,,,,,,"Strandbad, Unterhalb Aussenbad",7/24h,,defibrillator,144,node/12766042601,no,,,,,,24/7,,,,,,,,
12855316002,node,47.1801713,8.5193932,private,,,,,,,In the entrance area on the left side when entering the building at Baarerstrasse 112 stored in a green box.,Accessible during office hours or when granted access to entry of the building.,,defibrillator,144,node/12855316002,yes,,0,,,,08:00-17:00,"Private, company owned.",,+41 75 433 1390,,"local_knowledge, defikarte.ch",,,
12864704601,node,47.1871047,8.5216257,private,,,,,,,Werstatt,Mo-Fr 07:30-12:00  13:30-17:45,,defibrillator,144,node/12864704601,yes,,0,,,,,Binzegger Auto AG,,+41417697082,,,,,
12865317201,node,47.1795499,8.5063204,,,,,,,,Johannespraxis,während der Öffnungszeiten,,defibrillator,144,node/12865317201,yes,,1,,,,,Arztpraxis,,+41417418255,,,,,
12890427801,node,47.2043687,8.5229544,yes,,,,,,,Tennisclub Baar,In der Herrengarderobe (Beschilderung vorhanden),,defibrillator,144,node/12890427801,yes,,,,,,24/7,TC Baar,,,,,,,
12966226601,node,47.1535329,8.5151294,,,,,,,,Klinik Meissenberg (Empfang),während Öffnungszeiten,,defibrillator,144,node/12966226601,yes,,0,,,,Mo-Sa 08:00-18:00,Klinik Meissenberg,,+41 41 726 57 57,,,,,
12968917801,node,47.1399148,8.5850202,yes,,,,,,,"bonaLiving, nach Haupteingang im Eingangsbereich rechts in der Ecke an der Wand",während Öffnungszeiten,,defibrillator,144,node/12968917801,yes,,,,,,Mo - Su 08:00-20:00,bonacasa AG,,+41795551345,,"local_knowledge, defikarte.ch",,,
12969046602,node,47.2033286,8.4307426,,,,,,,,workfashion.com ag,,,defibrillator,144,node/12969046602,yes,,2,,,,Mo-Fr 8:00-16:00,workfashion.com ag,,+41417848484,,,,,
13004522802,node,47.1467436,8.4267497,permissive,,,,,,,"im Gebäude, 2. OG",während den Öffnungszeiten per Telefon erreichbar (Mittagspause von 11:30-13:00 Uhr),,defibrillator,144,node/13004522802,yes,,2,,,,Mo-Fr 08:00-17:00,Firma,,+41415110999,,"local_knowledge, defikarte.ch",,,
13027229301,node,47.1859091,8.5241178,private,,,,,,,Tennisclub Zug,während Öffnungszeiten verfügbar,,defibrillator,144,node/13027229301,yes,,0,,,,,Privatperson,,,,,,,
13086811535,node,47.1437438,8.5333184,yes,ZUG,,,,,,Links vom Chalet Suisse,Grüner Kasten,,defibrillator,144,node/13086811535,,,0,,Institut Montana,,24/7,Lifetec AG,,+41 800 122 144,1596LTS,,,,
13088753001,node,47.189625,8.5127252,yes,,,,,,,Hintereingang der Satisloh AG,während Bürozeiten verfügbar,,defibrillator,144,node/13088753001,yes,,1,,,,"Mo-Th 08:00-17:00, Fr 08:00-17:00",Satisloh AG,,+41 41 766 16 16,,"local_knowledge, defikarte.ch",,,
13112366801,node,47.1888362,8.5157911,permissive,,,,,,,Oberneuhofstrasse 3,Defi befindet sich an de Säule,,defibrillator,144,node/13112366801,no,,3,,,,"Mo-Fr 07:30-12:00, Mo-Th 13:00-17:00, Fr 13:00-15:45",Trigress Armaturen AG,,+41 41 560 60 60,,"local_knowledge, defikarte.ch",,,
13114604901,node,47.1497718,8.4422743,permissive,,,,,,,Restaurant,Während Öffnungszeiten verfügbar,,defibrillator,144,node/13114604901,yes,,,,,,,Golfpark Holzhäusern,,+41 58 568 07 00,,"local_knowledge, defikarte.ch",,,
13114626701,node,47.195515,8.5290854,yes,,,,,,,Feuerwehrdepot bei Eingang,jederzeit zugänglich,,defibrillator,144,node/13114626701,no,,,,,,24/7,Einwohnergemeinde Baar,,+41417690111,,"local_knowledge, defikarte.ch",,,
13149457201,node,47.1867121,8.4572464,yes,,,,,,,"Papieriring 19, Liftvorraum, Lift Papieri-Ring / Maschinengasse",7/24 h verfügbar,,defibrillator,144,node/13149457201,yes,,0,,,,,Chamimmobilien AG,,+41794400382,,"local_knowledge, defikarte.ch",,,
13149937001,node,47.1745997,8.4284019,,,,,,,,"Pfarrkirche Heilig Geist, beim Durchgang zum Friedhof",,,defibrillator,144,node/13149937001,no,,,,,,24/7,Pfarrei Heilig Geist,,,,"local_knowledge, defikarte.ch",,,
13165134801,node,47.1890307,8.4779584,permissive,,,,,,,"2. Stock, vor dem Eingang zur Reist Telecom AG",Open from 06:00 am to 06:00 pm,,defibrillator,144,node/13165134801,yes,,2,,,,Mo-Fr 06:00-18:00,Reist Telecom AG,,+41 44 567 0777,,"local_knowledge, defikarte.ch",,,
13167011001,node,47.1934891,8.5262328,,,,,,,,Schulhaus Dorfmatt A Bei Eingang,,,defibrillator,144,node/13167011001,no,,0,,,,24/7,Einwohnergemeinde Baar,,+41417690111,,"local_knowledge, defikarte.ch",,,
13167016701,node,47.1824647,8.5348052,,,,,,,,Schulhaus Inwil,Bei Eingang zu Turnhalle neben Treppe,,defibrillator,144,node/13167016701,no,,0,,,,24/7,Einwohnergemeinde Baar,,+41417690111,,"local_knowledge, defikarte.ch",,,
13167018801,node,47.1646801,8.5565847,,,,,,,,Schulhaus Allenwinden Bei Eingang,,,defibrillator,144,node/13167018801,no,,0,,,,24/7,Einwohnergemeinde Baar,,+41417690111,,"local_knowledge, defikarte.ch",,,
13261008801,node,47.1470388,8.4394529,permissive,,,,,,,"Blegi 5, 6343 Rotkreuz",während Büroöffnungszeiten,,defibrillator,144,node/13261008801,yes,,0,,,,Mo-Fr 08:00-17:00,enovetic ag,,,,,,,
13269650801,node,47.169441,8.5541374,,,,,,,,Feuerwehrdepot bei Eingang Pfadiheim,,,defibrillator,144,node/13269650801,no,,0,,,,24/7,Gemeinde Baar,,+41417690111,,,,,
13277840901,node,47.183856,8.521658,permissive,,,,,,,"Göblizentrum, Industriestrasse 55",während der Öffnungszeiten,,defibrillator,144,node/13277840901,yes,,0,,,,Mo-Fr 07:00-17:00,Eigentümerverband,,,,,,,
13287125501,node,47.105638,8.508466,yes,,,,,,,Zugerstrasse 46 b,Direkt an Kantonsstrasse / Liegenschaft Zugerstrasse 46 b,,defibrillator,144,node/13287125501,no,,0,,,,24/7,Einwohnergemeinde Walchwil,,+41 41 759 80 10,,,,,
13310941501,node,47.1942828,8.5261449,yes,,,,,,,"Rathaus Apotheke Baar AG, Dorfstrasse 3, 6340 Baar",Zugang während den Öffnungszeiten der Apotheke,,defibrillator,144,node/13310941501,yes,,0,,,,,Rathaus Apotheke Baar AG,,+41 41 761 88 28,,,,,
13322108101,node,47.1923296,8.5240318,yes,,,,,,,Schulhaus Stermatt 1 A,Bei Eingang Treppenhaus,,defibrillator,144,node/13322108101,no,,0,,,,24/7,Einwohnergemeinde Baar,,+41 41 769 01 11,,,,,
13344453301,node,47.1989439,8.5189739,yes,,,,,,,Beim Veloständer zwischen Waldmannhalle und Schulhaus,,,defibrillator,144,node/13344453301,no,,0,,,,24/7,Einwohnergemeinde Baar,,+41 41 769 01 11,,,,,
13347377901,node,47.1779922,8.5940824,permissive,,,,,,,Lugetenstr.10/Haupteingang/ Windfang/links an Wand,7.30 Uhr bis 19.30 Uhr,,defibrillator,144,node/13347377901,yes,,0,,,,Mo-Su 07:30-19:30,Luegeten AG,,+41 41 757 11 18,,,,,
13366856801,node,47.1888897,8.5151426,private,,,,,,,"Haupteingang, rechte Wand bei der Treppe",während Öffnungszeiten verfügbar,,defibrillator,144,node/13366856801,yes,,0,,,,MO-FR 07:30-17:00,KIRKBI AG,,+41 41 769 20 81,,,,,
13382989601,node,47.1895284,8.5138813,permissive,,,,,,,3. OG - Raum 351 - Sanität (im Notfallrucksack),während Bürozeiten verfügbar,,defibrillator,144,node/13382989601,yes,,3,,,,"Mo-Th 07:30-12:00, 13:15-17:30, Fr 07:30-12:00, 13:15-16:30",Alfred Müller AG,,+41 41 767 02 02,,,,,
13451243101,node,47.1839734,8.5208042,,,,,,,,Nebeneingang,,,defibrillator,144,node/13451243101,yes,,0,,,,,HHM,,,,,,,
13481899301,node,47.1519279,8.4330532,permissive,,,,,,,"Lagerhalle, neben Tür zum Dispobüro",Nur während Betriebszeiten erreichbar,,defibrillator,144,node/13481899301,yes,,,,,,4:00-22:00,Firma,,+41417488181,,,,,
13503269001,node,47.2054888,8.5276935,,,,,,,,Bei Tor Einfahrt Werkhof,,,defibrillator,144,node/13503269001,no,,0,,,,24/7,Einwohnergemeinde Baar,,+41 41 769 01 11,,,,,
13510619501,node,47.1866813,8.4732329,permissive,,,,,,,"AMAG Parkhaus, Büro Europcar","Direkt beim Eingang, nur während Öffnungszeiten der Europcar Station verfügbar.",,defibrillator,144,node/13510619501,yes,,0,,,,"Mo-Fr 07:30-11:30, 12:00-16:00",AMAG Services AG,,,,,,,
13520950401,node,47.1945895,8.523619,,,,,,,,In der Apotheke,Während den Öffnungszeiten verfügbar,,defibrillator,144,node/13520950401,yes,,0,,,,,Gotthard Apotheke,,,,,,,
13521846601,node,47.1867393,8.4791894,,,,,,,,Am Empfang,während Bürozeiten,,defibrillator,144,node/13521846601,yes,,3,,,,Mo-Fr 9:00 - 12:00,Schweizerische Vereinigung f. Führungsausbildung,,+41447643626,,,,,
13521855902,node,47.1870158,8.4793142,permissive,,,,,,,Am Empfang,,,defibrillator,144,node/13521855902,yes,,3,,,,Mo-Fr 9:00 - 12:00,Schweizerische Vereinigung für Führungsausbildung,,+41 44 764 36 26,,,,,
13637646601,node,47.1811886,8.5205761,yes,,,,,,,Tor Ahornstrasse,,,defibrillator,144,node/13637646601,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
13644929601,node,47.1827189,8.4697601,yes,,,,,,,Einfahrt Tiefgarage,,,defibrillator,144,node/13644929601,no,,0,,,,24/7,IG EICH I,,+41 79 518 47 20,,,,,
13658954501,node,47.1392357,8.5957476,yes,,,,,,,"Sprachheilschule Unterägeri, Gebäude Pavillon Süd, Eingang",Aussenfassade neben Eingang,,defibrillator,144,node/13658954501,no,,0,,,,24/7,Sprachheilschule Unterägeri,,+41 41 754 42 47,,,,,
13695370201,node,47.18133,8.5252115,,,,,,,,Consol Textil/Wäscherei Ibelweg 18c,während der öffnungszeiten verfügbar,,defibrillator,144,node/13695370201,yes,,0,,,,Mo-Fr 7:00-17:00,,,,,,,,
13737134001,node,47.1703093,8.5134695,yes,,,,,,,"Schiffanlegestelle Bahnhofsteg, neben den öffentlichen WC",öffentlich,sicherheit@stadtzug.ch,defibrillator,144,node/13737134001,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
13737134002,node,47.1460918,8.5080377,yes,,,,,,,"Feuerwehrdepot Oberwil, an Fassade",öffentlich,sicherheit@stadtzug.ch,defibrillator,144,node/13737134002,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
13755226946,node,47.1722251,8.5112655,yes,Zug,18,6300,Chamerstrasse,,,EG Eingang rechts,Koffer Schwarz,,defibrillator,144,node/13755226946,yes,,,,Property One Partners AG,,Mo-Fr 08.30-12.00 13.30-16.30,LIfetec AG,,+41 800 122 144,1670LTM,,,,
13758251502,node,47.1600599,8.4441938,,,,,,,,Rothhusstrasde 22,toujours disponible,,defibrillator,144,node/13758251502,no,,0,,,,24/7,privé,,,,,,,
13773972401,node,47.1765078,8.5209354,yes,,,,,,,An Fassade beim Eingang,,sicherheit@stadtzug.ch,defibrillator,144,node/13773972401,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
13774064901,node,47.2083742,8.4086663,yes,,,,,,,Milchviehstall Chamau,,info@schluechthof.ch,defibrillator,144,node/13774064901,no,,0,,,,24/7,LBBZ Schluechthof Cham,,+41 41 594 50 00,,,,,
13798466105,node,47.1744661,8.5036603,yes,,,,,,,Neuer Eingang Strandbad Zug,Neben Infoscreen,sicherheit@stadtzug.ch,defibrillator,144,node/13798466105,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
