osm_id,osm_type,lat,lon,access,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:street:en,air_conditioning,alarm,alt_name,amenity,bicycle,branch,brand,brand:wikidata,building,check_date,check_in,colour,contact:addr:full,contact:email,contact:emergency,contact:phone,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,description,description:de,description:en,elevator,email,emergency,emergency:amenity,emergency:phone,emergency_telephone_code,fixme,foot,highway,id,image,image:license,image_1,image_2,indoor,internet_access,latitude,layer,leisure,level,level:ref,location,locked,longitude,manufacturer,mapillary,motor_vehicle,name,note,opening_hours,operator,operator:email,operator:phone,operator:type,outdoor,panoramax,phone,phone:CH,planned:tourism,postal_code,ref,source,sport,start_date,support,survey:date,tourism,url,website,wheelchair,wheelchair:description,wikimedia_commons
12670382801,node,46.9726365,8.7636669,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hauptstrasse 79, Muotathal (im Eingangsbereich)",,,,,,,,,defibrillator,,144,,,,,node/12670382801,,,,,no,,,,,,,,,,,,,,,24/7,ebs Energie AG,,,,,,+41 41 811 15 55,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12675706801,node,47.4781995,8.9012915,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorfstrasse 28,,,,beim Eingang Büro,,,,,defibrillator,,144,,,,,node/12675706801,,,,,no,,,,,,,,,,,,,,,24/7,P. Baumgartner AG,,,,,,+41523680510,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12675970901,node,46.8358955,9.4607896,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Caguils Eingang Turnhalle,,,,Immer verfügbar,,,,,defibrillator,,144,,,,,node/12675970901,,,,,no,,,,,0,,,,,,,,,,24/7,Gemeinde Domat/Ems,,,,,,+41793041342,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12675995201,node,47.1373444,8.5849142,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindehaus,,,,24/7,,,,,defibrillator,,144,,,,,node/12675995201,,,,,no,,,,,,,,,,,,,,,24/7,Einwohnergemeinde Unterägeri,,,,,,+41 41 754 55 07,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12677260201,node,46.5127477,6.3091242,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avenue de la Rosière 3, 1188  Gimel, salle de gymnastique",,,,Sur le mur extérieur de la salle de gym sur le site scolaire du Marais,,,,,defibrillator,,144,,,,,node/12677260201,,,,,no,,,,,0,,,,,,,,,,24/7,commune,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12679547401,node,47.1802515,8.5149783,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang Bürogebäude Landis Bau AG,,,,öffentlich zugänglich,,,,,defibrillator,,144,,,,,node/12679547401,,,,,no,,,,,,,,,,,,,,,24/7,Landis Bau AG,,,,,,+41 41 729 19 19,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12681421601,node,46.7412355,7.2866499,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gemeindehaus Plaffeien, Velounterstand",,,,,,,,,defibrillator,,144,,,,,node/12681421601,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Plaffeien,,,,,,+41 26 419 90 10,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12685014101,node,47.4179937,9.2487985,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Haldenbüel beim Eingang,,,,Aussendefibrillator vor Turnhalle,,,,,defibrillator,,144,,,,,node/12685014101,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,+41 71 388 43 80,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12686445101,node,47.2469744,9.5179313,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simon Frick-Strasse 8, 9466 Sennwald",,,,"Aussen an Fassade beim Büroeingang, jederzeit verfügbar",,,,,defibrillator,,144,,,,,node/12686445101,,,,,no,,,,,,,,,,,,,,,24/7,Firma,,,,,,+41712824955,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12687093101,node,47.3943077,8.75846,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rechts neben Eingang Trafostation,,,,,,,,,defibrillator,,144,,,,,node/12687093101,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Fehraltorf,,,,,,+41433557813,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12690698601,node,46.7603006,7.5966811,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flugplatz Thun, Segelflughangar, neben Eingang",,,,Frei Zugänglich,,,,,defibrillator,,144,,,,,node/12690698601,,,,,no,,,,,,,,,,,,,,,24/7,Flugplatzverein Thun,,,,,,+41 33 222 42 14,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12690768149,node,47.4165866,8.5850065,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wiesgasse 6, neben Eierautomat",,,,,,,,,defibrillator,,144,,,,,node/12690768149,,,,,no,,,,,0,,,,,,,,,,24/7,Gemeinderschaft Rinderknecht,,,,,,+41 44 830 47 82,,,,,,,,,,,,,,,
12693806802,node,47.0288145,8.698474,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schalterhalle Luftseilbahn Brunni-Holzegg,,,,,,,,,defibrillator,,144,,,,,node/12693806802,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Schwyz,,,,,,+41 41 811 15 55,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12695998801,node,47.4735911,8.0500817,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Firma Rubin Elektrotechnik GmbH,,,,öffentlich zugänglich,,,,,defibrillator,,144,,,,,node/12695998801,,,,,no,,,,,,,,,,,,,,,24/7,Rubin Elektrotechnik GmbH,,,,,,+41 62 878 31 26,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12696209901,node,46.7013532,6.6740165,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pailly, village",,,,,,,,,defibrillator,,144,,,,,node/12696209901,,,,,,,,,,0,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,limited,,
12696231701,node,47.0171023,8.6439125,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alterszentrum Rubiswil, Gotthardstrasse 124 (links im Eingangsbereich)",,,,,,,,,defibrillator,,144,,,,,node/12696231701,,,,,yes,,,,,,,,,,,,,,,24/7,"Alterszentrum Rubiswil, Ibach",,,,,,+41 41 811 15 55,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12696330601,node,47.2846655,8.7619473,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schloss Kirche, Kirchgass 5, 8627 Grüningen",,,,beim Durchgang zum Kirchgemeindesaal,,,,,defibrillator,,144,,,,,node/12696330601,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung,,,,,,+41438337079,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12696470701,node,47.278724,8.7584276,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mehrzweckhalle Aussergass, In der Gass 9, 8627 Grüningen",,,,Links vor dem Haupteingang zur MZH,,,,,defibrillator,,144,,,,,node/12696470701,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung,,,,,,+41 43 833 70 79,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12698047401,node,47.2307742,8.6712974,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florhofstrasse 6, 8820 Wädenswil",,,,Neben dem Eingang auf der linken Seite,,,,,defibrillator,,144,,,,,node/12698047401,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Wädenswil,,,,,,+4144 789 72 70,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12698824801,node,47.5656193,9.2162749,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Andwil,,,,Eingang Turnhalle Andwil,,,,,defibrillator,,144,,,,,node/12698824801,,,,,no,,,,,,,,,,,,,,,24/7,Schule Erlen,,,,,,+41716491000,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12699081501,node,46.7584815,9.1438383,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defibrillator befindet sich in Surcuolm bei der Postautohaltestelle beim alten Gemeindehaus; an der Westfassade,,,,,,,,,defibrillator,,144,,,,,node/12699081501,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
12703025101,node,46.9235528,7.8254735,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schärischachen 803 Garage,,,,Hängt beim Hausecken,,,,,defibrillator,,144,,,,,node/12703025101,,,,,no,,,,,,,,,,,,,,,24/7,Wingeier AG Garage und Landmaschinen,,,,,,+41344955247,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12704167901,node,46.7910768,7.5974349,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clubhaus FC Heimberg Seite Fussballplatz,,,,Frei verfügbar,,,,,defibrillator,,144,,,,,node/12704167901,,,,,no,,,,,,,,,,,,,,,24/7,FC Heimberg,,,,,,+41332212570,,,,,,,,,,,,,,,
12704375001,node,46.9266806,7.3740816,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Schulanlage Niederwangen Juch,,,,"Haupteingang Turnhalle
Juchstrasse 3
3172 Niederwangen",,,,,defibrillator,,144,,,,,node/12704375001,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Köniz,,,,,,+41319793712,,,,,,,,,,,,,,,
12704979630,node,47.4195564,9.2495097,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Hallenbad,,,,,,,,,defibrillator,,144,,,,,node/12704979630,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12704979631,node,47.4143464,9.2525044,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personaleingang Nordseite,,,,,,,,,defibrillator,,144,,,,,node/12704979631,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12704979632,node,47.4138018,9.2719138,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eingang Schulhaus, Witenwisstrasse",,,,,,,,,defibrillator,,144,,,,,node/12704979632,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12704979633,node,47.4178661,9.2639047,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Turnhalle,,,,,,,,,defibrillator,,144,,,,,node/12704979633,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12704979634,node,47.4198631,9.2524839,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Turnhalle,,,,,,,,,defibrillator,,144,,,,,node/12704979634,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12704979635,node,47.4153514,9.2528447,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Musikschule,,,,,,,,,defibrillator,,144,,,,,node/12704979635,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12704979637,node,47.4198053,9.2632495,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang 1. Kindergarten,,,,,,,,,defibrillator,,144,,,,,node/12704979637,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12704979638,node,47.4196846,9.2425632,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang,,,,,,,,,defibrillator,,144,,,,,node/12704979638,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12704979639,node,47.4221236,9.2416003,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang,,,,,,,,,defibrillator,,144,,,,,node/12704979639,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Gossau,,,,,,,,,,,,,,,,,,,,,
12706054203,node,47.3931673,8.5079616,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardturmstrasse 269,,,,"Im Eingangsbereich im Osten, Tag und Nacht zugänglich",,,,,defibrillator,,144,,,,,node/12706054203,,,,,yes,,,,,,,,,,,,,,,24/7,Spiess,,,,,,+41763657913,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12707459312,node,47.4136798,8.5744832,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gewerbehallenstrasse 6, beim Eingang",,,,,,,,,defibrillator,,144,,,,,node/12707459312,,,,,no,,,,,0,,,,,,,,,,24/7,"Stadt Wallisellen, Unterhalt",,,,,,+41 44 832 62 80,,,,,,,,,,,,,,,
12712932301,node,47.4439066,8.5860231,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aussen beim Eingang Turnhalle Oberstufe Schulhaus Spitz,,,,Turnhalle Oberstufe Schulhaus Spitz,,,,,defibrillator,,144,,,,,node/12712932301,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde,,,,,,,,,,,,,,,,,,,,,
12716567301,node,47.4244646,7.1208849,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halle des Fêtes d’Alle,,,,"En exterieur, côté route de Porrentruy.",,,,,defibrillator,,144,,,,,node/12716567301,,,,,no,,,,,0,,,,,,,,,,24/7,RéaJura,,,,,,+41794147411,,,,,,,,,,,,,,,
12717840201,node,47.3856241,8.6377001,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobiler Defi im Fahrzeug - Garage hinter dem Haus,,,,Nur Verfügbar wenn Fahrzeug vor Ort,,,,,defibrillator,,144,,,,,node/12717840201,,,,,yes,,,,,,,,,,,,,,,24/7,Astro Limousine Service AG,,,,,,+41794005005,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12718304201,node,47.4067111,9.0344846,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gähwilerstrasse 56,,,,Beim Eingang Unten rechts vor dem Rolltor,,,,,defibrillator,,144,,,,,node/12718304201,,,,,no,,,,,0,,,,,,,,,,24/7,BB Metall GmbH,,,,,,+41 71 511 13 20,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12718810901,node,47.3526967,8.6390895,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werkhof Gemeinde Maur,,,,,,,,,defibrillator,,144,,,,,node/12718810901,,,,,no,,,,,,,,,,,,,,,24/7,"Gemeinde Maur, Zürichstrasse 8, 8124 Maur",,,,,,+41449800821,,,,,,,,,,,,,,,
12722079302,node,47.7176733,8.6633152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gennersbrunnerstrasse 61,,,,immer,,,,,defibrillator,,144,,,,,node/12722079302,,,,,no,,,,,,,,,,,,,,,24/7,Landw. Genossenschaftsverband Schaffhausen (GVS),,,,,,+41 52 631 17 00,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12723359302,node,46.6874224,7.8940518,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhaus Bönigen, Eingang Turnhalle",,,,,,,,,defibrillator,,144,,,,,node/12723359302,,,,,no,,,,,,,,,,,,,,,24/7,Einwohnergemeinde Bönigen,,,,,,+41338261000,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12723385801,node,47.3583404,8.0442935,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhaus Isegüetli, Aussenfassade",,,,immer verfügbar,,,,,defibrillator,,144,,,,,node/12723385801,,,,,no,,,,,,,,,,,,,,,24/7,Schule Entfelden,,,,,,+41797370101,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12723393403,node,47.3582968,8.0442721,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhaus Isegüetli, Aussenfassade",,,,immer verfügbar,,,,,defibrillator,,144,,,,,node/12723393403,,,,,no,,,,,,,,,,,,,,,24/7,Schule Entfelden,,,,,,+41797370101,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12723655501,node,46.8345897,10.3825863,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramosch Plaz, im öffentlichen WC",,,,,,,,,defibrillator,,144,,,,,node/12723655501,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12724854600,node,45.8591011,8.9777643,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appeso al muro di fianco alla porta della palestra,,,,,,,,,defibrillator,,144,,,,,node/12724854600,,,,,no,,,,,,,,,,,,,,,24/7,Fondazione Cuore Ticino,,,,,,,,,,,,,,,,,,,,,
12728215701,node,47.0472358,7.1502362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links neben Kiosk am See unter dem Dach drin,,,,,,,,,defibrillator,,144,,,,,node/12728215701,,,,,no,,,,,,,,,,,,,,,24/7,Einwohnergemeinde Lüscherz,,,,,,+41 32 338 12 27,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12729573901,node,47.1349825,9.087118,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FC Weesen Clubhaus, aussen an der Hauswand",,,,,,,,,defibrillator,,144,,,,,node/12729573901,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
12731408601,node,46.1487143,7.042585,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rue de la Mairie 17, 1905 Dorénaz",,,,à l'entrée de la maison communale,,,,,defibrillator,,144,,,,,node/12731408601,,,,,no,,,,,1,,,,,,,,,,24/7,Commune de Dorénaz,,,,,,+41 27 764 16 48,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12731509940,node,46.5059694,6.4969248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sur le mur extérieur des toilettes publiques,,,,,defibrillator,,144,,,,,node/12731509940,,,,,,,,,,,,,,,,,,Défibrillateur,,24/7,,,,,,,,,,,,,,,,,,,,,,
12732093402,node,46.1121733,7.9305556,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,lomattenstrasse 37,,,,beim Eingang zur Strasse,,,,,defibrillator,,144,,,,,node/12732093402,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
12734051203,node,47.5039635,8.3734596,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gemeinschaftsraum, Dorfstrasse 49, 8166 Niederweningen",,,,öffentlich zugänglich,,,,,defibrillator,,144,,,,,node/12734051203,,,,,no,,,,,0,,,,,,,,,,24/7,Miteigentümergemeinschaft Gupfengarten,,,,,,+41 44 311 51 31,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12735792801,node,47.5644515,7.6210186,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hauseingang Wittlingerstrasse 184,,,,immer zugänlich,,,,,defibrillator,,144,,,,,node/12735792801,,,,,no,,,,,0,,,,,,,,,,24/7,Wohmgenossenschaft Wiesengrund,,,,,,+41765644080,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12735795501,node,47.5646254,7.6213777,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hauseingang Wittlingerstrasse 184 Basel,,,,,,,,,defibrillator,,144,,,,,node/12735795501,,,,,no,,,,,,,,,,,,,,,24/7,Wohmgenossenschaft Wiesengrund,,,,,,+41765644080,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12735796301,node,47.5647989,7.6217325,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hauseingang Wittlingerstrasse 196 Basel,,,,,,,,,defibrillator,,144,,,,,node/12735796301,,,,,no,,,,,,,,,,,,,,,24/7,Wohmgenossenschaft Wiesengrund,,,,,,+41765644080,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12735796302,node,47.5649589,7.6221344,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hauseingang Wittlingerstrasse 202 Basel,,,,,,,,,defibrillator,,144,,,,,node/12735796302,,,,,no,,,,,,,,,,,,,,,24/7,Wohmgenossenschaft Wiesengrund,,,,,,+41765644080,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12736171202,node,46.9543964,8.5826826,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlössli Beroldingen,,,,In der Kapelle,,,,,defibrillator,,144,,,,,node/12736171202,,,,,yes,,,,,0,,,,,,,,,,24/7,Anja Oehen,,,,,,+41794059878,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12736432601,node,47.3884225,8.755391,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seitlich unter dem Vordach,,,,,,,,,defibrillator,,144,,,,,node/12736432601,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Fehraltorf,,,,,,+41433557813,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12736435401,node,47.3900558,8.7566345,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im Durchgang zwischen MZH - Schwimmbad,,,,,,,,,defibrillator,,144,,,,,node/12736435401,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Fehraltorf,,,,,,+41 43 355 78 13,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12740964643,node,46.3618533,7.0526004,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Planchamp 2, Maison de commune, entrée à l'arrière du bâtiment, dans le sas",,,,,,,,,defibrillator,,144,,,,,node/12740964643,,,,,yes,,,,,1,,,,,,,,,,24/7,Commune d'Ormont-Dessous,,,,,,,,,,,,,,,,,,,,,
12741262504,node,46.8780163,7.6194256,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seiteneingang Kirche / Richtung Innenhof rechts, linke Mauer",,,,Outdoor-Metallkasten,,,,,defibrillator,,144,,,,,node/12741262504,,,,,no,,,,,,,,,,,,,,,24/7,Kirchgemeinde,,,,,,+41 31 790 00 33,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12743700425,node,46.2474349,6.9981615,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,,144,,,,,node/12743700425,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
12744734195,node,46.6742107,7.8732157,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im Durchgang zur WC-Anlage,,,,,,,,,defibrillator,,144,,,,,node/12744734195,,,,,no,,,,,,,,,,,,,,,24/7,Berner Oberland Bahnen,,,,,,+41 33 828 79 36,,,,,,,,,,,,,,,
12744982501,node,47.2529973,8.184455,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Neumatt neben Haupteingang,,,,,,,,,defibrillator,,144,,,,,node/12744982501,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Reinach AG,,,,,,+41627651212,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12744985001,node,47.2600898,8.188237,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirchenbreitestrasse 47 Regionales Betreibungsamt neben Haupteingang,,,,,,,,,defibrillator,,144,,,,,node/12744985001,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Reinach AG,,,,,,+41627651212,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12749553901,node,46.7081852,9.1540834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davos Munts Badesee am Restaurant,,,,,,,,,defibrillator,,144,,,,,node/12749553901,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
12751739103,node,47.3807786,8.8569595,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nörgelbach 1-17 Carport links,,,,,,,,,defibrillator,,144,,,,,node/12751739103,,,,,no,,,,,,,,,,,,,,,24/7,Eigentümergemeinschaft Dillhaus,,,,,,+41794212717,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12755217508,node,47.4183167,8.5809526,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melchrütistrasse 63, beim Veloständer",,,,,,,,,defibrillator,,144,,,,,node/12755217508,,,,,no,,,,,0,,,,,,,,,,24/7,Stadt Wallisellen,,,,,,+41 44 830 22 79,,,,,,,,,,,,,,,
12759508001,node,47.4068636,8.531152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wehntalerstrasse 199, Bei der Garageneinfahrt",,,,,,,,,defibrillator,,144,,,,,node/12759508001,,,,,no,,,,,0,,,,,,,,,,24/7,Siedlungsgenossenschaft Sunnige Hof,,,,,,+41 44 317 20 20,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12759515601,node,47.3970197,8.4902912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tüffenwies 29, 2 meter links vom Eingang an der Fassade",,,,,,,,,defibrillator,,144,,,,,node/12759515601,,,,,no,,,,,0,,,,,,,,,,24/7,Siedlungsgenossenschaft Sunnige Hof,,,,,,+41 44 317 20 20,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12759576601,node,47.3028977,7.6944906,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Gebäude B,,,,,,,,,defibrillator,,144,,,,,node/12759576601,,,,,no,,,,,,,,,,,,,,,24/7,Interkantonales Feuerwehr-Ausbildungszentrum,,,,,,+41 62 386 11 11,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12762219701,node,47.5326612,7.8465396,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonnenberg Turm,,,,Beim Aufgang zum Turm,,,,kappe.maisprach@bluewin.ch,defibrillator,,144,,,,,node/12762219701,,,,,no,,,,,0,,,,,,,,,,24/7,Naturfreunde Möhlin,,,,,,+41793478426,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12766042601,node,47.1336048,8.6113403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strandbad, Unterhalb Aussenbad",,,,7/24h,,,,,defibrillator,,144,,,,,node/12766042601,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
12770065701,node,46.4846434,6.3477245,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accueil du golf, sur la droite du bâtiment",,,,en extérieur,,,,,defibrillator,,144,,,,,node/12770065701,,,,,no,,,,,,,,,,,,,,,24/7,Migros Golf AG,,,,,,+41585683200,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12770067601,node,46.4824846,6.3416466,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entre Départ du trou no6 et bassin (contre la cabane en bois),,,,en extérieur,,,,,defibrillator,,144,,,,,node/12770067601,,,,,no,,,,,,,,,,,,,,,24/7,Migros Golf AG,,,,,,+41585683200,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
12770399436,node,46.3330287,6.9634969,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,,144,,,,,node/12770399436,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
12776157701,node,46.5038492,6.4853563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bâtiment communal,,,,"A l'extérieur du bâtiment, côté route",,,,,defibrillator,,144,,,,,node/12776157701,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,,,
