osm_id,osm_type,lat,lon,access,access:conditional,access:note,activation,addr:city,addr:country,addr:floor,addr:housenumber,addr:postcode,addr:street,alarm,amenity,bicycle,check_date,check_date:opening_hours,colour,contact:city,contact:country,contact:email,contact:housenumber,contact:phone,contact:postcode,contact:street,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,description,destination,email,emergency,emergency:phone,fitness,fixme,foot,healthcare,id,image,indoor,latitude,level,level:ref,longitude,motor_vehicle,name,note,office,opening_hours,operator,operator:type,phone,phone:CH,postal_code,recycling_type,ref,source,start_date,survey:date,temporary,website,wheelchair
12509094801,node,47.2303772,8.6590183,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Speerstrasse 105,  8820 Wädenswil",,,,"Neben dem Eingang oben, auf der rechten Seite",,,defibrillator,144,,,,,node/12509094801,,no,,,,,,,,,24/7,Stadt Wädenswil,,+4144 789 72 70,,,,,"local_knowledge, defikarte.ch",,,,,
12513086101,node,47.5185893,8.542897,,,,,,,,,,,,,,,,,,,,,,,,,,praxisgemeinschaft Gartenmatt AG,,,,Während der Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12513086101,,yes,,1,,,,,,,Mo-Fr 08:00 - 17:00,Praxisgemeinschaft Gartenmatt AG,,+41448611551,,,,,,,,,,
12513758601,node,47.4137029,8.5164817,,,,,,,,,,,,,,,,,,,,,,,,,,Kellereingang aussen,,,,zugänglich im Kellereingang,,,defibrillator,144,,,,,node/12513758601,,no,,-1,,,,,,,24/7,BG Jungholz,,,,,,,,,,,,
12513921726,node,47.3709895,8.5345665,,,,,,,,,,,,,,,,,,,,,,,,,,"Inside museum, in front of stairs and elevator, wall.",,,,,,,defibrillator,144,,,,,node/12513921726,,yes,,0,,,,,,,,,,,,,,,,,,,,
12518139001,node,47.4117174,8.5327184,yes,,,,,,,,,,,,,,,,,,,,,,,,,Regina-Kägi-Hof 7,,,,Beim Lift,,,defibrillator,144,,,,,node/12518139001,,no,,0,,,,,,,24/7,ABZ,,,,,,,"local_knowledge, defikarte.ch",,,,,
12518522901,node,47.404097,8.5332388,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhaus Wehntal, im Eingang neben Treppe",,,,"während Öffnungszeiten zugänglich, Schulferien geschlossen",,,defibrillator,144,,,,,node/12518522901,,yes,,,,,,,,,"Mo-Th 07:30-17:00, Fr 07:30-16:00","Stadt Zürich, Fachschule Viventa",,+41 44 413 50 00,,,,,"local_knowledge, defikarte.ch",,,,,
12520812201,node,47.5111101,8.7605882,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Shop linke Seite,,,,Permanent Verfügbar 7*24h Öffnungszeiten,,,defibrillator,144,,,,,node/12520812201,,yes,,,,,,,,,24/7,Privat,,+41522448022,,,,,"local_knowledge, defikarte.ch",,,,,
12520869201,node,47.4289619,8.6835176,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Eingang Pfarreizentrum, Birchstrasse 20",,,,"jederzeit verfügbar, im Aussenbereich angebracht",,,defibrillator,144,,,,,node/12520869201,,no,,,,,,,,,24/7,"Pfarrei St. Martin, Katholische Kirche Illlnau-Effretikon",,+41 52 355 11 11,,,,,"local_knowledge, defikarte.ch",,,,,
12522531701,node,47.3849413,8.694402,private,,,,,,,,,,,,,,,,,,,,,,,,,Treppenhaus,,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12522531701,,yes,,,,,,,,,Mo-Fr 07:00-17:00,Firma,,+41 44 924 12 12,,,,,"local_knowledge, defikarte.ch",,,,,
12522535802,node,47.3842366,8.6942732,private,,,,,,,,,,,,,,,,,,,,,,,,,Eingang EG neben Sammelstelle,,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12522535802,,yes,,,,,,,,,Mo-Fr 07:00-17:00,Firma,,+41449241212,,,,,"local_knowledge, defikarte.ch",,,,,
12522537701,node,47.3157266,8.5225478,private,,,,,,,,,,,,,,,,,,,,,,,,,Waagcontainer Eingang links,,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12522537701,,yes,,,,,,,,,Mo-Fr 07:00-17:00,Firma,,+41449241212,,,,,"local_knowledge, defikarte.ch",,,,,
12522550401,node,47.3797762,8.6705947,private,,,,,,,,,,,,,,,,,,,,,,,,,Waagcontainer,,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12522550401,,yes,,,,,,,,,Mo-Fr 07:00-17:00,Firma,,+41449241212,,,,,"local_knowledge, defikarte.ch",,,,,
12522552601,node,47.5105485,8.5369349,private,,,,,,,,,,,,,,,,,,,,,,,,,Waagcontainer,,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12522552601,,yes,,,,,,,,,Mo-Fr 07:00-17:00,Firma,,+41449241212,,,,,"local_knowledge, defikarte.ch",,,,,
12522559801,node,47.4478767,8.4531212,private,,,,,,,,,,,,,,,,,,,,,,,,,Waagcontainer,,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12522559801,,yes,,,,,,,,,Mo-Fr 07:00-17:00,Firma,,+41449241212,,,,,"local_knowledge, defikarte.ch",,,,,
12522585301,node,47.3036653,8.7217551,private,,,,,,,,,,,,,,,,,,,,,,,,,Büro,,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12522585301,,yes,,1,,,,,,,Mo-Fr 07:00-17:00,Firma,,+41449241212,,,,,"local_knowledge, defikarte.ch",,,,,
12522920801,node,47.3948505,8.5190514,,,,,,,,,,,,,,,,,,,,,,,,,,Bindella Haupthaus,,,,,,,defibrillator,144,,,,,node/12522920801,,yes,,,,,,,,,24/7,,,,,,,,,,,,,
12522954501,node,47.5102586,8.3786577,yes,,,,,,,,,,,,,,,,,,,,,,,,,zwischen Nummer 12 und 14 Oberer Hüsliweg,,,,,,,defibrillator,144,,,,,node/12522954501,,no,,,,,,,,,24/7,"Defi 24h, öffentlich Gemeinde Niederweningen",,+41 44 857 12 22,,,,,"local_knowledge, defikarte.ch",,,,,
12522954502,node,47.5032396,8.3719254,,,,,,,,,,,,,,,,,,,,,,,,,,zwischen Nummer 31 und 33 Gupfenstrasse,,,,,,,defibrillator,144,,,,,node/12522954502,,no,,,,,,,,,24/7,"Defi 24h, öffentlich Gemeinde Niederweningen",,+41 44 857 12 22,,,,,"local_knowledge, defikarte.ch",,,,,
12526062150,node,47.3918287,8.5426115,yes,,,,,,,65,,Langmauerstrasse,,,,,,,,,,,,,,,,2. OG bei Treppenhaus vor Empfang,,,,Koffer orange,,,defibrillator,144,,,,,node/12526062150,,yes,,2,,,,A. Baltensperger,,,Mo-Fr 07:00-17:00,Lifetec AG,,+41800122144,,,,1521LTM,,,,,,
12529089402,node,47.2674835,8.652066,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Bezirksgericht Meilen, Untere Bruech 140, 8706 Meilen (Neubau)",,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12529089402,,no,,0,,,,,,,Mo-Fr 08:00-16:30,Bezirksgericht Meilen,,+41 58 111 21 21,,,,,"local_knowledge, defikarte.ch",,,,,
12530189901,node,47.4126074,8.5570137,permissive,,,,,,,,,,,,,,,,,,,,,,,,,"WALAIR AG, Siewerdtstrasse 99, 8050 Zürich",,,,"während Öffnungszeiten verfügbar, oder bei Lift klingeln",,,defibrillator,144,,,,,node/12530189901,,yes,,1,,,,,,,24/7,Firma,,+41796111630,,,,,,,,,,
12535753257,node,47.3763507,8.6725854,customers,,,,,,,,,,,,,,,,,,,,,,,,,"Eingang, Fitnesspark Greifensee Milandia",,,,,,,defibrillator,144,,,,,node/12535753257,,yes,,0,,,,,,,"Mo-Fr 08:00-22:00; Sa,Su 09:00-20:00",Fitnesspark Greifensee Milandia,,+41 58 568 06 33,,,,,,,,,,yes
12537377501,node,47.4038397,8.6309624,yes,,,,,,,,,,,,,,,,,,,,,,,,,zurich west,,,,not open,,,defibrillator,144,,,,,node/12537377501,,no,,3,,,,,,,24/7,private,,+41796767900,,,,,"local_knowledge, defikarte.ch",,,,,
12538793601,node,47.4962486,8.7548053,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Industriestrasse 24 Samen Mauser AG Eingang,,,,Während dem laufenden Betrieb verfübar,,,defibrillator,144,,,,,node/12538793601,,yes,,0,,,,,,,,Samen Mauser AAG,,+41522342533,,,,,"local_knowledge, defikarte.ch",,,,,
12541410601,node,47.5783785,8.7986916,yes,,,,,,,,,,,,,,,,,,,,,,,,,Feldi,,,,jederzeit verfügbar,,,defibrillator,144,,,,,node/12541410601,,no,,0,,,,,,,24/7,Gemeinde Altikon,,+41 52 336 12 26,,,,,"local_knowledge, defikarte.ch",,,,,
12541850663,node,47.4988957,8.7183948,yes,,,,,,,12,,Zürcherstrasse,,,,,,,,,,,,,,,,MU 02 2. OG Lift Vorplatz,,,,,,,defibrillator,144,,,,,node/12541850663,,yes,,2,,,,ZHAW,,,Mo - Fr 07:00-19:00; Sa 07:00-17:30,Lifetec,,+41800122144,,,,1533LTM,,,,,,
12542048901,node,47.3761067,8.692015,,,,,,,,,,,,,,,,,,,,,,,,,,"Langmorgenweg 2, 8606 Nänikon",,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12542048901,,yes,,0,,,,,,,Mo-Fr 07:00 - 16:00,Unternehmen,,+41449401936,,,,,,,,,,
12543198675,node,47.5281856,8.7125672,,,,,,,,,,,,,,,,,,,,,,,,,,"Neben dem Eingang, unter der Überdachung.",,,,,,,defibrillator,144,,,,,node/12543198675,,no,,,,,,,,,,,,,,,,,,,,,,
12543365559,node,47.4141752,8.6082054,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Zielackerstrasse 24, Winter World Wallisellen, beim Eingang",,,,,,,defibrillator,144,,,,,node/12543365559,,no,,0,,,,,,,24/7,"Stadt Wallisellen, Sportanlagen AG",,+41 44 830 43 40,,,,,,,,,,
12545978301,node,47.4137648,8.5801882,permissive,,,,,,,,,,,,,,,,,,,,,,,,,"Keller-Frei AG, Hertistrasse 11, 8304 Wallisellen",,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12545978301,,no,,0,,,,,,,Mo-Fr 07:00 - 18:00,Unternehmung (Privat),,+41 44 839 30 80,,,,,"local_knowledge, defikarte.ch",,,,,
12547318763,node,47.3315346,8.8118859,permit,,,,,,,,,,,,,,,,,,,,,,,,,Im Gebäude zwischen den Liften,,,,,,,defibrillator,144,,,,,node/12547318763,,yes,,,,,,,,,,Oase Lindenhof,,,,,,,,,,,,
12547321501,node,47.2805464,8.9473236,yes,,,,,,,,,,,,,,,,,,,,,,,,,Chrinnenstrasse 16,,,,Im Eingang rechts,,,defibrillator,144,,,,,node/12547321501,,yes,,,,,,,,,24/7,"Ferienhof Wald, Hans und Regula Kindlimann",,+41552464370,,,,,"local_knowledge, defikarte.ch",,,,,
12553930370,node,47.3900416,8.4922421,,,,,,,,,,,,,,,,,,,,,,,,,,"5.OG, Empfang",,,,,,,defibrillator,144,,,,,node/12553930370,,yes,,,,,,,,,,,,,,,,,,,,,,
12554070230,node,47.4177201,8.5897549,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Alpenstrasse 6, Schulhaus Alpen beim Eingang Haus B",,,,,,,defibrillator,144,,,,,node/12554070230,,no,,0,,,,,,,24/7,"Stadt Wallisellen, Schule",,+41 44 877 65 49,,,,,,,,,,
12554103003,node,47.2095926,8.7033338,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Reformiertes Kirchgemeindehaus Rosengarten
Eingang zum Saal / Neben dem Eingang links an Aussenwand",,,,,,,defibrillator,144,,,,,node/12554103003,,no,,0,,,,,,,24/7,Ref. Kirche Richterswil,,+41447841415,,,,,,,,,,
12555932368,node,47.4119383,8.589784,no,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhaus Integra Square, EG Treppenhaus",,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12555932368,,yes,,0,,,,,,,,"Stadt Wallisellen, Schule",,,,,,,,,,,,
12556479601,node,47.4187451,8.8008857,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Hausfassade Metzgerei Aeschlimann, Ludetswil 6, 8322 Russikon / Ludetswil",,,,Immer Zugänglich,,,defibrillator,144,,,,,node/12556479601,,no,,,,,,,,,24/7,Gemeinde Russikon,,+41 43 355 61 41,,,,,"local_knowledge, defikarte.ch",,,,,
12563155401,node,47.3979425,8.5497397,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Kantonsschule Zürich Nord Y34-G,,,,während den Öffnungszeiten,,,defibrillator,144,,,,,node/12563155401,,yes,,,,,,,,,Mo-Fr 07:00-18:00,Kantonsschule Zürich Nord,,+41443172363,,,,,"local_knowledge, defikarte.ch",,,,,
12563155402,node,47.3986833,8.5463709,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Kantonsschule Zürich Nord,,,,während den Öffnungszeiten,,,defibrillator,144,,,,,node/12563155402,,yes,,0,,,,,,,Mo-Fr 07:00-18:00,Kantonsschule Zürich Nord,,+41443172363,,,,,"local_knowledge, defikarte.ch",,,,,
12563162701,node,47.3979171,8.5490584,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Kantonsschule Zürich Nord Y12-E,,,,während den Öffnungszeiten,,,defibrillator,144,,,,,node/12563162701,,yes,,,,,,,,,Mo-Fr 07:00-18:00,Kantonsschule Zürich Nord,,+41443172363,,,,,"local_knowledge, defikarte.ch",,,,,
12563164801,node,47.4083775,8.5450512,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Kantonsschule Zürich Nord,,,,während den Öffnungszeiten,,,defibrillator,144,,,,,node/12563164801,,yes,,2,,,,,,,Mo-Fr 07:30-17:00,Kantonsschule Zürich Nord,,+41443172363,,,,,"local_knowledge, defikarte.ch",,,,,
12565102901,node,47.226829,8.6727619,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Eintrachtstrasse 24,  8820 Wädenswil",,,,Neben dem Eingang auf der linken Seite,,,defibrillator,144,,,,,node/12565102901,,no,,,,,,,,,24/7,Stadt Wädenswil,,+4144 789 72 70,,,,,"local_knowledge, defikarte.ch",,,,,
12574062501,node,47.5291841,8.5832834,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Tanzstudio im Zentralbau,,,,,,,defibrillator,144,,,,,node/12574062501,,yes,,1,,,,,,,,Blumer Söhne & Cie. AG,,+41448650107,,,,,"local_knowledge, defikarte.ch",,,,,
12574188401,node,47.3962286,8.7752491,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Neue Turnhalle Wettstein, beim Haupteingang",,,,Immer zugänglich,,,defibrillator,144,,,,,node/12574188401,,no,,,,,,,,,24/7,Gemeinde Russikon,,+41 43 355 61 41,,,,,"local_knowledge, defikarte.ch",,,,,
12576134302,node,47.3480336,8.6021018,yes,,,,,,,,,,,,,,,,,,,,,,,,,Vor Haupteingang kath. Kirche,,,,öffentlich zugänglich,,,defibrillator,144,,,,,node/12576134302,,no,,0,,,,,,,,Kath. Kirche,,,,,,,"local_knowledge, defikarte.ch",,,,,
12579002301,node,47.2559811,8.8446164,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Alpenblick,,,,während Schulbetrieb verfügbar,,,defibrillator,144,,,,,node/12579002301,,yes,,,,,,,,,,,,,,,,,,,,,,
12581670901,node,47.4015294,8.444569,permissive,,,,,,,,,,,,,,,,,,,,,,,,,"Brandstrasse 24, Treppenhaus",,,,gegenüber vom Lift,,,defibrillator,144,,,,,node/12581670901,,yes,,1,,,,,,,06:00 - 18:00,Schlatter,,,,,,,,,,,,
12582228102,node,47.2777441,8.5779619,permissive,,,,,,,,,,,,,,,,,,,,,,,,,"Haldenstrasse 5a, Waschsalon",,,,während den Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12582228102,,yes,,2,,,,,,,Mo-Su 08:00-20:00,Winkelhalden AG,,+41 78 264 54 11,,,,,"local_knowledge, defikarte.ch",,,,,
12582664743,node,47.4175104,8.5939529,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Alte Winterthurerstrasse 58, Beim Eingang ins Foyer",,,,,,,defibrillator,144,,,,,node/12582664743,,no,,0,,,,,,,24/7,"Stadt Wallisellen, Sportanlagen AG",,+41 44 830 22 79,,,,,,,,,,
12582837501,node,47.2159938,8.6106001,permissive,,,,,,,,,,,,,,,,,,,,,,,,,"Burger Treuhand, Eingangsbereich links",,,,im Eingangsbereich nach der 1sten Türe links an der Wand,,,defibrillator,144,,,,,node/12582837501,,yes,,0,,,,,,,24/7,Burger Treuhand AG,,+41447298040,,,,,"local_knowledge, defikarte.ch",,,,,
12584513801,node,47.4922688,8.8669538,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhaus Ritschberg, Altbau, Eingang Pausenplatz",,,,24h verfügbar,,,defibrillator,144,,,,,node/12584513801,,no,,,,,,,,,24/7,Sekundarschule Elgg,,+41 52 208 06 43,,,,,"local_knowledge, defikarte.ch",,,,,
12587280501,node,47.5247993,8.6229845,yes,,,,,,,,,,,,,,,,,,,,,,,,,Gasthof Traube,,,,Aussen montiert,,,defibrillator,144,,,,,node/12587280501,,no,,,,,,,,,24/7,Gemeinde,,+41523044488,,,,,,,,,,
12590249601,node,47.4485782,8.5246902,,,,,,,,,,,,,,,,,,,,,,,,,,Sporthalle Heuel,,,,während den öffenungszeiten verfügbar,,,defibrillator,144,,,,,node/12590249601,,yes,,,,,,,,,,Gemeinde,,,,,,,,,,,,
12596992139,node,47.3601949,8.5734097,,,Falls nacht oder geschlossen: nachtglocke nutzen und anrufen,,,,,,,,,,,,,,,,,,,,,,,Eingangsraum: Schiebetüre mit grünem Defibrillator-Schild (interne Postablage / zwischen Glastüre zu Speisesaal und Küchentüre),,,,+41 (0)44 421 11 11,,,defibrillator,144,,,,,node/12596992139,,yes,,0,,,,,,,,Stiftung Mühlehalde,,,,,,,,,,,https://muehlehalde.ch,
12599126702,node,47.276991,8.4510725,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurant Roots,,,,Neben WC im UG,,,defibrillator,144,,,,,node/12599126702,,yes,,-1,,,,,,,9:00 - 24:00,Privat,,,,,,,,,,,,
12600563001,node,47.2298198,8.671174,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Zahnarztpraxis Dr. Tim Rügge im Gebäude der Sparkasse Clientis,,,,während der Praxisöffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12600563001,,yes,,2,,,,,,,"Mo 10:00-14:00, 15:00-19:00; Tu 08:00-12:00, 13:00-17:00; We 07:00-12:00, 13:00-16:00; Th 08:00-12:00, 13:00-17:00; Fr 08:00-14:00",Praxis am Neuhof,,+41447801433,,,,,"local_knowledge, defikarte.ch",,,,,
12600934301,node,47.4063583,8.6406698,permissive,,,,,,,,,,,,,,,,,,,,,,,,,OZD,,,,Betriebsanität 058 460 20 00,,,defibrillator,144,,,,,node/12600934301,,yes,,2,,,,,,,24/7,Luftwaffe,,+41796190572,,,,,,,,,,
12603349001,node,47.5049863,8.5978156,yes,,,,,,,,,,,,,,,,,,,,,,,,,Sporthalle F draussen neben dem Eingang,,,,immer verfügbar,,,defibrillator,144,,,,,node/12603349001,,no,,,,,,,,,,Sekundarschule Embrach,,+4179 845 29 82,,,,,"local_knowledge, defikarte.ch",,,,,
12604133402,node,47.4118368,8.6071397,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Allmendstrasse 34, Kindergarten Allmend, beim Eingang",,,,,,,defibrillator,144,,,,,node/12604133402,,no,,0,,,,,,,24/7,"Stadt Wallisellen, Schule",,+41 44 877 68 02,,,,,,,,,,
12604133403,node,47.4141111,8.5986421,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Im Bachofen 14, Kindergarten Im Bachofen, beim Eingang",,,,,,,defibrillator,144,,,,,node/12604133403,,no,,0,,,,,,,24/7,"Stadt Wallisellen, Schule",,+41 44 877 65 24,,,,,,,,,,
12604133404,node,47.4212188,8.5975903,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Schäfligrabenstrasse 30, Kindergarten Schäfligraben, beim Eingang",,,,,,,defibrillator,144,,,,,node/12604133404,,no,,0,,,,,,,24/7,"Stadt Wallisellen, Schule",,+41 44 877 65 24,,,,,,,,,,
12607026601,node,47.250489,8.7667708,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Gemeindehaus, an der Holzwand vor dem neuen Gemeindehaus-Eingang / Feldbachstrasse 12",,,,immer verfügbar,,,defibrillator,144,,,,,node/12607026601,,no,,0,,,,,,,24/7,Gemeindeverwaltung Hombrechtikon,,+41 55 254 92 92,,,,,"local_knowledge, defikarte.ch",,,,,
12607166301,node,47.3669412,8.5332656,private,,,,,,,,,,,,,,,,,,,,,,,,,Relysian | Personal Training Zurich,,,,Während Öffnung Zeiten verfügbar,,,defibrillator,144,,,,,node/12607166301,,yes,,,,,,,,,Mo-Fr 08:00-20:00,,,+41 76 214 00 62,,,,,"local_knowledge, defikarte.ch",,,,,
12607696101,node,47.5059166,8.597703,yes,,,,,,,,,,,,,,,,,,,,,,,,,Sekundarschule Embrach,,,,Während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12607696101,,yes,,0,,,,,,,Mo-Fr 07:00-17:00,Sekundarschule Embrach,,+4179 845 29 82,,,,,,,,,,
12615775318,node,47.4048147,8.6018231,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Zwicky-Strasse 5 , hinter Glasscheibe, Verbindungsgang",,,,,,,defibrillator,144,,,,,node/12615775318,,no,,0,,,,,,,24/7,"Stadt Wallisellen, Zwicky",,+41 44 830 22 79,,,,,,,,,,
12616428701,node,47.542092,8.4755639,yes,,,,,,,,,,,,,,,,,,,,,,,,,an Kandelaber angebracht,,,,,,,defibrillator,144,,,,,node/12616428701,,no,,,,,,,,,24/7,Gemeinde Stadel,,,,,,,,,,,,
12616432101,node,47.5464004,8.4580044,yes,,,,,,,,,,,,,,,,,,,,,,,,,an Kandelaber,,,,,,,defibrillator,144,,,,,node/12616432101,,no,,,,,,,,,24/7,Gemeinde Stadel,,,,,,,,,,,,
12616499301,node,47.3047323,8.7511546,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Treppenhaus Personaleingang,,,,Während Öffnungszeiten,,,defibrillator,144,,,,,node/12616499301,,yes,,1,,,,,,,Mo - Fr 7:00 - 18:00,Pendt AG,,+41449365100,,,,,"local_knowledge, defikarte.ch",,,,,
12618369520,node,47.4122858,8.5897821,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Hammerweg 3, beim Eingang",,,,,,,defibrillator,144,,,,,node/12618369520,,no,,0,,,,,,,24/7,"Stadt Wallisellen, Integra",,+41 44 830 22 79,,,,,,,,,,
12620117804,node,47.2760663,8.4416091,permissive,,,,,,,,,,,,,,,,,,,,,,,,,"Treppenhaus 1. Stock Sagistrasse 8a, 8910 Affoltern",,,,während der Bürozeiten verfügbar,,,defibrillator,144,,,,,node/12620117804,,yes,,1,,,,,,,Mo-Fr 8:00-18:00,Coachingplus GmbH,,+41 44 865 37 73,,,,,"local_knowledge, defikarte.ch",,,,,
12621107601,node,47.4195364,8.6316472,permissive,,,,,,,,,,,,,,,,,,,,,,,,,DELTAgroup Academy,,,,Während Büro- und Ausbildungszeiten verfügbar,,,defibrillator,144,,,,,node/12621107601,,yes,,,,,,,,,Mo-Fr 08:00-17:00,DELTAgroup Security & Services AG,,+41716267020,,,,,"local_knowledge, defikarte.ch",,,,,
12623550201,node,47.4570142,8.3901966,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Lährenbühlstrasse 33B in der Garage neben dem Stromverteiler an der Wand,,,,Immer zugänglich,,,defibrillator,144,,,,,node/12623550201,,no,,0,,,,,,,24/7,Privat Personen,,+41 79 7105724,,,,,"local_knowledge, defikarte.ch",,,,,
12625044096,node,47.4160676,8.542477,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Im Treppenhaus,,,,,,,defibrillator,144,,,,,node/12625044096,,yes,,2,,,,,,,Mo-Fr 07:00-18:00,"Alessandro Ghisletta, Städtische Gesundheitsdienste",,+41 44 412 18 17,,,,,,,,,,limited
12625044097,node,47.4160767,8.542375,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Im Treppenhaus,,,,,,,defibrillator,144,,,,,node/12625044097,,yes,,eg,,,,,,,Mo-Fr 07:00-18:00,"Alessandro Ghisletta, Städtische Gesundheitsdienste",,+41 44 412 18 17,,,,,,,,,,limited
12626369601,node,47.3061025,8.5501206,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Belvoir, beim Haupteinga",,,,,,,defibrillator,144,,,,,node/12626369601,,yes,,1,,,,,,,24/7,Hotel Belvoir,,+41 44 723 83 83,,,,,"local_knowledge, defikarte.ch",,,,,
12633769201,node,47.2936518,8.5573086,permissive,,,,,,,,,,,,,,,,,,,,,,,,,"Turnhalle Sonnenberg, Nach Haupteingang 10m an Wand rechts",,,,Während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12633769201,,yes,,0,,,,,,,08:00 - 20:00,Schule Sonnenberg,,,,,,,,,,,,
12636770701,node,47.5977264,8.6828227,,,,,,,,,,,,,,,,,,,,,,,,,,Schaffhauserstrasse 10,,,,,,,defibrillator,144,,,,,node/12636770701,,no,,,,,,,,,24/7,Landolt + Co AG,,,,,,,,,,,,
12638828601,node,47.4016648,8.4305002,private,,,,,,,,,,,,,,,,,,,,,,,,,"Walo Bertschinger AG, Giessenstrasse 5, 8953 Dietikon",,,,Beim Empfang Bürohaus,,,defibrillator,144,,,,,node/12638828601,,yes,,0,,,,,,,Mo-Fr 07:30-17:00,Walo Bertschinger AG,,+41447452311,,,,,,,,,,
12640379701,node,47.3323088,8.801759,private,,,,,,,,,,,,,,,,,,,,,,,,,Messerli AG,,,,,,,defibrillator,144,,,,,node/12640379701,,yes,,2,,,,,,,,Messerli AG,,+41 439 31 43 43,,,,,,,,,,
12641675701,node,47.4883794,8.7033981,private,,,,,,,,,,,,,,,,,,,,,,,,,Neben Rezeption Rieter AG,,,,Wärend Öffnungszeiten Verfügbar im Notfall,,,defibrillator,144,,,,,node/12641675701,,yes,,,,,,,,,Mo- Fr 08:00-17:00,Rieter AG,,,,,,,"local_knowledge, defikarte.ch",,,,,
12643198201,node,47.5029642,8.7310356,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Villa Bühler, Lindstrasse 8, 8400 Winterthur",,,,"während Öffnungszeiten verfügbar: Di, 14:00-20:00, Mi, 14:00-17:00, Sa, 14:00-17:00, So, 14:00-17:00",,,defibrillator,144,,,,,node/12643198201,,yes,,,,,,,,,,Münzkabinett Winterthur,,+41 52 267 51 46,,,,,"local_knowledge, defikarte.ch",,,,,
12643419901,node,47.3634422,8.7840414,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurant connect, Haupteingang, nach dem Eingangsbereich links",,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12643419901,,yes,,,,,,,,,Mo-Fr 06:30-14:00,Huber+Suhner AG,,+41 44 952 22 33,,,,,"local_knowledge, defikarte.ch",,,,,
12643419902,node,47.3647684,8.7829953,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Huber+Suhner AG, Haupteingang rein,  rechts an der Wand",,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,node/12643419902,,yes,,,,,,,,,Mo-Fr 07:00-17:00,Huber+Suhner AG,,+41 44 952 22 33,,,,,"local_knowledge, defikarte.ch",,,,,
12649864201,node,47.1983553,8.6875033,yes,,,,,,,,,,,,,,,,,,,,,,,,,SOB Haltestelle,,,,Öffentlich,,,defibrillator,144,,,,,node/12649864201,,no,,,,,,,,,24/7,Schweizerische Südostbahn,,+41 58 580 70 70,,,,,"local_knowledge, defikarte.ch",,,,,
